temperature,date,dia_da_semana,mes_venda,temperatura_celsius,total_de_vendas
47F,"quarta-feira, junho 01, 2005",qua,jun,14,30124
46F,"quinta-feira, junho 02, 2005",qui,jun,13,29512
47F,"sexta-feira, junho 03, 2005",sex,jun,14,30121
45F,"sábado, junho 04, 2005",sab,jun,13,29505
61F,"domingo, junho 05, 2005",dom,jun,22,34986
51F,"segunda-feira, junho 06, 2005",seg,jun,16,31332
48F,"terça-feira, junho 07, 2005",ter,jun,14,30114
49F,"quarta-feira, junho 08, 2005",qua,jun,15,30722
46F,"quinta-feira, junho 09, 2005",qui,jun,13,29503
47F,"sexta-feira, junho 10, 2005",sex,jun,14,30111
46F,"sábado, junho 11, 2005",sab,jun,13,29502
60F,"domingo, junho 12, 2005",dom,jun,21,34373
47F,"segunda-feira, junho 13, 2005",seg,jun,14,30110
44F,"terça-feira, junho 14, 2005",ter,jun,12,28891
64F,"quarta-feira, junho 15, 2005",qua,jun,23,35587
60F,"quinta-feira, junho 16, 2005",qui,jun,21,34368
47F,"sexta-feira, junho 17, 2005",sex,jun,14,30104
44F,"sábado, junho 18, 2005",sab,jun,12,28886
59F,"domingo, junho 19, 2005",dom,jun,20,33755
44F,"segunda-feira, junho 20, 2005",seg,jun,12,28883
59F,"terça-feira, junho 21, 2005",ter,jun,21,34364
59F,"quarta-feira, junho 22, 2005",qua,jun,20,33753
49F,"quinta-feira, junho 23, 2005",qui,jun,15,30707
62F,"sexta-feira, junho 24, 2005",sex,jun,22,34967
49F,"sábado, junho 25, 2005",sab,jun,15,30704
51F,"domingo, junho 26, 2005",dom,jun,16,31313
63F,"segunda-feira, junho 27, 2005",seg,jun,23,35576
63F,"terça-feira, junho 28, 2005",ter,jun,23,35575
61F,"quarta-feira, junho 29, 2005",qua,jun,22,34963
49F,"quinta-feira, junho 30, 2005",qui,jun,15,30699
61F,"sexta-feira, julho 01, 2005",sex,jul,22,34962
62F,"sábado, julho 02, 2005",sab,jul,22,34961
58F,"domingo, julho 03, 2005",dom,jul,20,33743
52F,"segunda-feira, julho 04, 2005",seg,jul,17,31913
49F,"terça-feira, julho 05, 2005",ter,jul,15,30694
61F,"quarta-feira, julho 06, 2005",qua,jul,21,34348
62F,"quinta-feira, julho 07, 2005",qui,jul,22,34956
59F,"sexta-feira, julho 08, 2005",sex,jul,21,34347
49F,"sábado, julho 09, 2005",sab,jul,15,30692
61F,"domingo, julho 10, 2005",dom,jul,22,34954
63F,"segunda-feira, julho 11, 2005",seg,jul,23,35563
50F,"terça-feira, julho 12, 2005",ter,jul,15,30691
61F,"quarta-feira, julho 13, 2005",qua,jul,22,34953
60F,"quinta-feira, julho 14, 2005",qui,jul,21,34341
50F,"sexta-feira, julho 15, 2005",sex,jul,15,30686
59F,"sábado, julho 16, 2005",sab,jul,21,34339
60F,"domingo, julho 17, 2005",dom,jul,21,34339
49F,"segunda-feira, julho 18, 2005",seg,jul,15,30684
60F,"terça-feira, julho 19, 2005",ter,jul,21,34336
62F,"quarta-feira, julho 20, 2005",qua,jul,22,34945
57F,"quinta-feira, julho 21, 2005",qui,jul,20,33727
61F,"sexta-feira, julho 22, 2005",sex,jul,22,34943
64F,"sábado, julho 23, 2005",sab,jul,23,35551
48F,"domingo, julho 24, 2005",dom,jul,14,30070
50F,"segunda-feira, julho 25, 2005",seg,jul,16,31287
58F,"terça-feira, julho 26, 2005",ter,jul,20,33722
62F,"quarta-feira, julho 27, 2005",qua,jul,22,34940
62F,"quinta-feira, julho 28, 2005",qui,jul,22,34939
56F,"sexta-feira, julho 29, 2005",sex,jul,19,33110
42F,"sábado, julho 30, 2005",sab,jul,11,28238
46F,"domingo, julho 31, 2005",dom,jul,13,29456
47F,"segunda-feira, agosto 01, 2005",seg,ago,14,30065
61F,"terça-feira, agosto 02, 2005",ter,ago,22,34936
50F,"quarta-feira, agosto 03, 2005",qua,ago,15,30670
49F,"quinta-feira, agosto 04, 2005",qui,ago,15,30670
57F,"sexta-feira, agosto 05, 2005",sex,ago,20,33714
59F,"sábado, agosto 06, 2005",sab,ago,20,33714
49F,"domingo, agosto 07, 2005",dom,ago,15,30668
60F,"segunda-feira, agosto 08, 2005",seg,ago,21,34321
48F,"terça-feira, agosto 09, 2005",ter,ago,14,30057
43F,"quarta-feira, agosto 10, 2005",qua,ago,12,28839
63F,"quinta-feira, agosto 11, 2005",qui,ago,23,35534
51F,"sexta-feira, agosto 12, 2005",sex,ago,16,31271
60F,"sábado, agosto 13, 2005",sab,ago,21,34315
61F,"domingo, agosto 14, 2005",dom,ago,22,34923
49F,"segunda-feira, agosto 15, 2005",seg,ago,15,30660
47F,"terça-feira, agosto 16, 2005",ter,ago,14,30050
56F,"quarta-feira, agosto 17, 2005",qua,ago,19,33095
60F,"quinta-feira, agosto 18, 2005",qui,ago,21,34312
60F,"sexta-feira, agosto 19, 2005",sex,ago,21,34312
61F,"sábado, agosto 20, 2005",sab,ago,22,34921
60F,"domingo, agosto 21, 2005",dom,ago,21,34311
47F,"segunda-feira, agosto 22, 2005",seg,ago,14,30048
47F,"terça-feira, agosto 23, 2005",ter,ago,14,30048
52F,"quarta-feira, agosto 24, 2005",qua,ago,16,31265
51F,"quinta-feira, agosto 25, 2005",qui,ago,16,31264
61F,"sexta-feira, agosto 26, 2005",sex,ago,22,34917
62F,"sábado, agosto 27, 2005",sab,ago,22,34916
43F,"domingo, agosto 28, 2005",dom,ago,12,28825
60F,"segunda-feira, agosto 29, 2005",seg,ago,21,34305
60F,"terça-feira, agosto 30, 2005",ter,ago,21,34301
50F,"quarta-feira, agosto 31, 2005",qua,ago,15,30646
50F,"quinta-feira, setembro 01, 2005",qui,set,15,30645
60F,"sexta-feira, setembro 02, 2005",sex,set,21,34298
45F,"sábado, setembro 03, 2005",sab,set,13,29426
58F,"domingo, setembro 04, 2005",dom,set,20,33689
57F,"segunda-feira, setembro 05, 2005",seg,set,20,33686
61F,"terça-feira, setembro 06, 2005",ter,set,22,34904
64F,"quarta-feira, setembro 07, 2005",qua,set,23,35512
55F,"quinta-feira, setembro 08, 2005",qui,set,18,32466
60F,"sexta-feira, setembro 09, 2005",sex,set,21,34293
60F,"sábado, setembro 10, 2005",sab,set,21,34293
58F,"domingo, setembro 11, 2005",dom,set,20,33684
46F,"segunda-feira, setembro 12, 2005",seg,set,13,29419
49F,"terça-feira, setembro 13, 2005",ter,set,15,30636
61F,"quarta-feira, setembro 14, 2005",qua,set,22,34899
60F,"quinta-feira, setembro 15, 2005",qui,set,21,34290
58F,"sexta-feira, setembro 16, 2005",sex,set,20,33680
61F,"sábado, setembro 17, 2005",sab,set,22,34896
48F,"domingo, setembro 18, 2005",dom,set,15,30631
47F,"segunda-feira, setembro 19, 2005",seg,set,14,30021
60F,"terça-feira, setembro 20, 2005",ter,set,21,34284
58F,"quarta-feira, setembro 21, 2005",qua,set,20,33671
48F,"quinta-feira, setembro 22, 2005",qui,set,15,30625
62F,"sexta-feira, setembro 23, 2005",sex,set,22,34887
51F,"sábado, setembro 24, 2005",sab,set,16,31233
64F,"domingo, setembro 25, 2005",dom,set,23,35494
60F,"segunda-feira, setembro 26, 2005",seg,set,21,34276
46F,"terça-feira, setembro 27, 2005",ter,set,13,29402
50F,"quarta-feira, setembro 28, 2005",qua,set,15,30620
61F,"quinta-feira, setembro 29, 2005",qui,set,22,34881
61F,"sexta-feira, setembro 30, 2005",sex,set,22,34881
60F,"sábado, outubro 01, 2005",sab,out,21,34272
61F,"domingo, outubro 02, 2005",dom,out,22,34879
48F,"segunda-feira, outubro 03, 2005",seg,out,14,30007
63F,"terça-feira, outubro 04, 2005",ter,out,23,35488
51F,"quarta-feira, outubro 05, 2005",qua,out,16,31225
59F,"quinta-feira, outubro 06, 2005",qui,out,20,33660
50F,"sexta-feira, outubro 07, 2005",sex,out,16,31223
60F,"sábado, outubro 08, 2005",sab,out,21,34268
58F,"domingo, outubro 09, 2005",dom,out,20,33657
59F,"segunda-feira, outubro 10, 2005",seg,out,20,33657
46F,"terça-feira, outubro 11, 2005",ter,out,13,29394
60F,"quarta-feira, outubro 12, 2005",qua,out,21,34265
61F,"quinta-feira, outubro 13, 2005",qui,out,22,34874
62F,"sexta-feira, outubro 14, 2005",sex,out,22,34874
50F,"sábado, outubro 15, 2005",sab,out,16,31220
48F,"domingo, outubro 16, 2005",dom,out,14,30001
61F,"segunda-feira, outubro 17, 2005",seg,out,22,34870
62F,"terça-feira, outubro 18, 2005",ter,out,22,34869
60F,"quarta-feira, outubro 19, 2005",qua,out,21,34260
52F,"quinta-feira, outubro 20, 2005",qui,out,16,31215
60F,"sexta-feira, outubro 21, 2005",sex,out,21,34255
62F,"sábado, outubro 22, 2005",sab,out,22,34861
48F,"domingo, outubro 23, 2005",dom,out,15,30597
62F,"segunda-feira, outubro 24, 2005",seg,out,22,34857
59F,"terça-feira, outubro 25, 2005",ter,out,21,34248
60F,"quarta-feira, outubro 26, 2005",qua,out,21,34246
61F,"quinta-feira, outubro 27, 2005",qui,out,21,34243
62F,"sexta-feira, outubro 28, 2005",sex,out,22,34852
57F,"sábado, outubro 29, 2005",sab,out,19,33024
59F,"domingo, outubro 30, 2005",dom,out,20,33631
49F,"segunda-feira, outubro 31, 2005",seg,out,15,30586
57F,"terça-feira, novembro 01, 2005",ter,nov,19,33019
60F,"quarta-feira, novembro 02, 2005",qua,nov,21,34235
60F,"quinta-feira, novembro 03, 2005",qui,nov,21,34233
61F,"sexta-feira, novembro 04, 2005",sex,nov,22,34841
58F,"sábado, novembro 05, 2005",sab,nov,20,33622
51F,"domingo, novembro 06, 2005",dom,nov,16,31180
62F,"segunda-feira, novembro 07, 2005",seg,nov,22,34833
58F,"terça-feira, novembro 08, 2005",ter,nov,20,33615
62F,"quarta-feira, novembro 09, 2005",qua,nov,22,34833
61F,"quinta-feira, novembro 10, 2005",qui,nov,21,34224
60F,"sexta-feira, novembro 11, 2005",sex,nov,21,34221
62F,"sábado, novembro 12, 2005",sab,nov,22,34830
59F,"domingo, novembro 13, 2005",dom,nov,21,34218
49F,"segunda-feira, novembro 14, 2005",seg,nov,15,30564
63F,"terça-feira, novembro 15, 2005",ter,nov,23,35436
63F,"quarta-feira, novembro 16, 2005",qua,nov,23,35432
57F,"quinta-feira, novembro 17, 2005",qui,nov,19,32996
64F,"sexta-feira, novembro 18, 2005",sex,nov,23,35432
59F,"sábado, novembro 19, 2005",sab,nov,21,34214
60F,"domingo, novembro 20, 2005",dom,nov,21,34213
58F,"segunda-feira, novembro 21, 2005",seg,nov,20,33602
61F,"terça-feira, novembro 22, 2005",ter,nov,22,34820
60F,"quarta-feira, novembro 23, 2005",qua,nov,21,34211
62F,"quinta-feira, novembro 24, 2005",qui,nov,22,34818
57F,"sexta-feira, novembro 25, 2005",sex,nov,20,33600
61F,"sábado, novembro 26, 2005",sab,nov,22,34811
48F,"domingo, novembro 27, 2005",dom,nov,14,29938
59F,"segunda-feira, novembro 28, 2005",seg,nov,20,33587
59F,"terça-feira, novembro 29, 2005",ter,nov,21,34195
60F,"quarta-feira, novembro 30, 2005",qua,nov,21,34193
60F,"quinta-feira, dezembro 01, 2005",qui,dez,21,34192
56F,"sexta-feira, dezembro 02, 2005",sex,dez,19,32973
60F,"sábado, dezembro 03, 2005",sab,dez,21,34187
61F,"domingo, dezembro 04, 2005",dom,dez,22,34795
61F,"segunda-feira, dezembro 05, 2005",seg,dez,22,34794
61F,"terça-feira, dezembro 06, 2005",ter,dez,22,34790
60F,"quarta-feira, dezembro 07, 2005",qua,dez,21,34181
56F,"quinta-feira, dezembro 08, 2005",qui,dez,19,32962
56F,"sexta-feira, dezembro 09, 2005",sex,dez,19,32961
64F,"sábado, dezembro 10, 2005",sab,dez,23,35397
59F,"domingo, dezembro 11, 2005",dom,dez,21,34171
64F,"segunda-feira, dezembro 12, 2005",seg,dez,23,35389
61F,"terça-feira, dezembro 13, 2005",ter,dez,21,34169
60F,"quarta-feira, dezembro 14, 2005",qua,dez,21,34169
62F,"quinta-feira, dezembro 15, 2005",qui,dez,22,34778
57F,"sexta-feira, dezembro 16, 2005",sex,dez,19,32948
60F,"sábado, dezembro 17, 2005",sab,dez,21,34162
60F,"domingo, dezembro 18, 2005",dom,dez,21,34162
58F,"segunda-feira, dezembro 19, 2005",seg,dez,20,33552
60F,"terça-feira, dezembro 20, 2005",ter,dez,21,34161
61F,"quarta-feira, dezembro 21, 2005",qua,dez,22,34765
64F,"quinta-feira, dezembro 22, 2005",qui,dez,23,35374
57F,"sexta-feira, dezembro 23, 2005",sex,dez,20,33546
59F,"sábado, dezembro 24, 2005",sab,dez,21,34152
61F,"domingo, dezembro 25, 2005",dom,dez,21,34148
62F,"segunda-feira, dezembro 26, 2005",seg,dez,22,34755
57F,"terça-feira, dezembro 27, 2005",ter,dez,19,32927
62F,"quarta-feira, dezembro 28, 2005",qua,dez,22,34752
57F,"quinta-feira, dezembro 29, 2005",qui,dez,19,32922
59F,"sexta-feira, dezembro 30, 2005",sex,dez,21,34138
61F,"sábado, dezembro 31, 2005",sab,dez,22,34744
61F,"domingo, janeiro 01, 2006",dom,jan,22,34743
62F,"segunda-feira, janeiro 02, 2006",seg,jan,22,34740
58F,"terça-feira, janeiro 03, 2006",ter,jan,20,33521
61F,"quarta-feira, janeiro 04, 2006",qua,jan,21,34129
61F,"quinta-feira, janeiro 05, 2006",qui,jan,22,34736
62F,"sexta-feira, janeiro 06, 2006",sex,jan,22,34735
60F,"sábado, janeiro 07, 2006",sab,jan,21,34121
59F,"domingo, janeiro 08, 2006",dom,jan,21,34116
64F,"segunda-feira, janeiro 09, 2006",seg,jan,23,35333
61F,"terça-feira, janeiro 10, 2006",ter,jan,22,34713
64F,"quarta-feira, janeiro 11, 2006",qua,jan,23,35320
61F,"quinta-feira, janeiro 12, 2006",qui,jan,22,34709
62F,"sexta-feira, janeiro 13, 2006",sex,jan,22,34706
60F,"sábado, janeiro 14, 2006",sab,jan,21,34088
60F,"domingo, janeiro 15, 2006",dom,jan,21,34080
59F,"segunda-feira, janeiro 16, 2006",seg,jan,21,34068
63F,"terça-feira, janeiro 17, 2006",ter,jan,22,34669
60F,"quarta-feira, janeiro 18, 2006",qua,jan,21,34059
63F,"quinta-feira, janeiro 19, 2006",qui,jan,22,34666
61F,"sexta-feira, janeiro 20, 2006",sex,jan,22,34646
57F,"sábado, janeiro 21, 2006",sab,jan,19,32681
54F,"domingo, janeiro 22, 2006",dom,jan,18,32065
56F,"segunda-feira, janeiro 23, 2006",seg,jan,19,32654
55F,"terça-feira, janeiro 24, 2006",ter,jan,18,32042
53F,"quarta-feira, janeiro 25, 2006",qua,jan,17,31425
56F,"quinta-feira, janeiro 26, 2006",qui,jan,19,32642
54F,"sexta-feira, janeiro 27, 2006",sex,jan,18,32028
53F,"sábado, janeiro 28, 2006",sab,jan,17,31417
55F,"domingo, janeiro 29, 2006",dom,jan,18,32020
58F,"segunda-feira, janeiro 30, 2006",seg,jan,20,33227
55F,"terça-feira, janeiro 31, 2006",ter,jan,19,32616
57F,"quarta-feira, fevereiro 01, 2006",qua,fev,19,32614
51F,"quinta-feira, fevereiro 02, 2006",qui,fev,16,30783
57F,"sexta-feira, fevereiro 03, 2006",sex,fev,20,33219
57F,"sábado, fevereiro 04, 2006",sab,fev,19,32605
57F,"domingo, fevereiro 05, 2006",dom,fev,20,33212
54F,"segunda-feira, fevereiro 06, 2006",seg,fev,18,31992
60F,"terça-feira, fevereiro 07, 2006",ter,fev,21,33806
54F,"quarta-feira, fevereiro 08, 2006",qua,fev,18,31978
54F,"quinta-feira, fevereiro 09, 2006",qui,fev,18,31974
54F,"sexta-feira, fevereiro 10, 2006",sex,fev,18,31973
56F,"sábado, fevereiro 11, 2006",sab,fev,19,32581
54F,"domingo, fevereiro 12, 2006",dom,fev,18,31971
57F,"segunda-feira, fevereiro 13, 2006",seg,fev,19,32577
55F,"terça-feira, fevereiro 14, 2006",ter,fev,18,31963
56F,"quarta-feira, fevereiro 15, 2006",qua,fev,19,32571
56F,"quinta-feira, fevereiro 16, 2006",qui,fev,19,32570
52F,"sexta-feira, fevereiro 17, 2006",sex,fev,17,31352
53F,"sábado, fevereiro 18, 2006",sab,fev,17,31350
55F,"domingo, fevereiro 19, 2006",dom,fev,18,31956
54F,"segunda-feira, fevereiro 20, 2006",seg,fev,17,31346
56F,"terça-feira, fevereiro 21, 2006",ter,fev,19,32563
56F,"quarta-feira, fevereiro 22, 2006",qua,fev,19,32563
50F,"quinta-feira, fevereiro 23, 2006",qui,fev,16,30733
52F,"sexta-feira, fevereiro 24, 2006",sex,fev,17,31327
59F,"sábado, fevereiro 25, 2006",sab,fev,20,33154
57F,"domingo, fevereiro 26, 2006",dom,fev,19,32543
56F,"segunda-feira, fevereiro 27, 2006",seg,fev,19,32541
56F,"terça-feira, fevereiro 28, 2006",ter,fev,19,32540
53F,"quarta-feira, março 01, 2006",qua,mar,17,31316
56F,"quinta-feira, março 02, 2006",qui,mar,19,32534
54F,"sexta-feira, março 03, 2006",sex,mar,18,31925
55F,"sábado, março 04, 2006",sab,mar,18,31924
58F,"domingo, março 05, 2006",dom,mar,20,33138
55F,"segunda-feira, março 06, 2006",seg,mar,18,31919
49F,"terça-feira, março 07, 2006",ter,mar,15,30090
54F,"quarta-feira, março 08, 2006",qua,mar,18,31915
55F,"quinta-feira, março 09, 2006",qui,mar,18,31914
55F,"sexta-feira, março 10, 2006",sex,mar,18,31914
54F,"sábado, março 11, 2006",sab,mar,18,31912
52F,"domingo, março 12, 2006",dom,mar,17,31300
52F,"segunda-feira, março 13, 2006",seg,mar,17,31300
54F,"terça-feira, março 14, 2006",ter,mar,18,31909
54F,"quarta-feira, março 15, 2006",qua,mar,18,31908
53F,"quinta-feira, março 16, 2006",qui,mar,17,31293
55F,"sexta-feira, março 17, 2006",sex,mar,18,31901
53F,"sábado, março 18, 2006",sab,mar,17,31291
58F,"domingo, março 19, 2006",dom,mar,20,33118
55F,"segunda-feira, março 20, 2006",seg,mar,18,31899
57F,"terça-feira, março 21, 2006",ter,mar,19,32506
53F,"quarta-feira, março 22, 2006",qua,mar,17,31287
52F,"quinta-feira, março 23, 2006",qui,mar,17,31285
55F,"sexta-feira, março 24, 2006",sex,mar,18,31893
55F,"sábado, março 25, 2006",sab,mar,18,31890
53F,"domingo, março 26, 2006",dom,mar,17,31279
52F,"segunda-feira, março 27, 2006",seg,mar,17,31278
55F,"terça-feira, março 28, 2006",ter,mar,18,31887
58F,"quarta-feira, março 29, 2006",qua,mar,20,33105
57F,"quinta-feira, março 30, 2006",qui,mar,19,32496
54F,"sexta-feira, março 31, 2006",sex,mar,18,31886
55F,"sábado, abril 01, 2006",sab,abr,18,31885
56F,"domingo, abril 02, 2006",dom,abr,19,32494
53F,"segunda-feira, abril 03, 2006",seg,abr,17,31273
53F,"terça-feira, abril 04, 2006",ter,abr,17,31271
57F,"quarta-feira, abril 05, 2006",qua,abr,20,33096
53F,"quinta-feira, abril 06, 2006",qui,abr,17,31267
54F,"sexta-feira, abril 07, 2006",sex,abr,18,31876
52F,"sábado, abril 08, 2006",sab,abr,16,30658
54F,"domingo, abril 09, 2006",dom,abr,18,31873
57F,"segunda-feira, abril 10, 2006",seg,abr,19,32479
52F,"terça-feira, abril 11, 2006",ter,abr,17,31257
57F,"quarta-feira, abril 12, 2006",qua,abr,19,32475
56F,"quinta-feira, abril 13, 2006",qui,abr,19,32474
54F,"sexta-feira, abril 14, 2006",sex,abr,18,31863
54F,"sábado, abril 15, 2006",sab,abr,18,31861
56F,"domingo, abril 16, 2006",dom,abr,19,32468
59F,"segunda-feira, abril 17, 2006",seg,abr,20,33075
56F,"terça-feira, abril 18, 2006",ter,abr,19,32466
54F,"quarta-feira, abril 19, 2006",qua,abr,18,31856
55F,"quinta-feira, abril 20, 2006",qui,abr,18,31855
57F,"sexta-feira, abril 21, 2006",sex,abr,20,33072
55F,"sábado, abril 22, 2006",sab,abr,18,31853
53F,"domingo, abril 23, 2006",dom,abr,17,31243
54F,"segunda-feira, abril 24, 2006",seg,abr,18,31851
55F,"terça-feira, abril 25, 2006",ter,abr,18,31850
57F,"quarta-feira, abril 26, 2006",qua,abr,19,32458
53F,"quinta-feira, abril 27, 2006",qui,abr,17,31240
55F,"sexta-feira, abril 28, 2006",sex,abr,18,31848
51F,"sábado, abril 29, 2006",sab,abr,16,30630
51F,"domingo, abril 30, 2006",dom,abr,16,30629
53F,"segunda-feira, maio 01, 2006",seg,mai,17,31236
56F,"terça-feira, maio 02, 2006",ter,mai,19,32453
53F,"quarta-feira, maio 03, 2006",qua,mai,17,31234
54F,"quinta-feira, maio 04, 2006",qui,mai,18,31843
58F,"sexta-feira, maio 05, 2006",sex,mai,20,33058
51F,"sábado, maio 06, 2006",sab,mai,16,30622
54F,"domingo, maio 07, 2006",dom,mai,18,31839
54F,"segunda-feira, maio 08, 2006",seg,mai,17,31228
55F,"terça-feira, maio 09, 2006",ter,mai,18,31837
54F,"quarta-feira, maio 10, 2006",qua,mai,18,31831
53F,"quinta-feira, maio 11, 2006",qui,mai,17,31220
57F,"sexta-feira, maio 12, 2006",sex,mai,20,33047
57F,"sábado, maio 13, 2006",sab,mai,20,33047
55F,"domingo, maio 14, 2006",dom,mai,19,32438
53F,"segunda-feira, maio 15, 2006",seg,mai,17,31219
55F,"terça-feira, maio 16, 2006",ter,mai,18,31827
55F,"quarta-feira, maio 17, 2006",qua,mai,18,31827
53F,"quinta-feira, maio 18, 2006",qui,mai,17,31218
49F,"sexta-feira, maio 19, 2006",sex,mai,15,29999
55F,"sábado, maio 20, 2006",sab,mai,18,31824
50F,"domingo, maio 21, 2006",dom,mai,15,29996
58F,"segunda-feira, maio 22, 2006",seg,mai,20,33041
53F,"terça-feira, maio 23, 2006",ter,mai,17,31214
53F,"quarta-feira, maio 24, 2006",qua,mai,17,31213
52F,"quinta-feira, maio 25, 2006",qui,mai,16,30599
54F,"sexta-feira, maio 26, 2006",sex,mai,18,31817
57F,"sábado, maio 27, 2006",sab,mai,19,32426
52F,"domingo, maio 28, 2006",dom,mai,17,31207
57F,"segunda-feira, maio 29, 2006",seg,mai,19,32425
58F,"terça-feira, maio 30, 2006",ter,mai,20,33030
52F,"quarta-feira, maio 31, 2006",qua,mai,17,31203
56F,"quinta-feira, junho 01, 2006",qui,jun,19,32420
56F,"sexta-feira, junho 02, 2006",sex,jun,19,32419
55F,"sábado, junho 03, 2006",sab,jun,18,31810
53F,"domingo, junho 04, 2006",dom,jun,17,31200
52F,"segunda-feira, junho 05, 2006",seg,jun,17,31200
55F,"terça-feira, junho 06, 2006",ter,jun,18,31809
55F,"quarta-feira, junho 07, 2006",qua,jun,18,31808
54F,"quinta-feira, junho 08, 2006",qui,jun,18,31807
54F,"sexta-feira, junho 09, 2006",sex,jun,18,31805
54F,"sábado, junho 10, 2006",sab,jun,18,31804
54F,"domingo, junho 11, 2006",dom,jun,18,31803
55F,"segunda-feira, junho 12, 2006",seg,jun,19,32411
56F,"terça-feira, junho 13, 2006",ter,jun,19,32411
49F,"quarta-feira, junho 14, 2006",qua,jun,15,29974
54F,"quinta-feira, junho 15, 2006",qui,jun,18,31801
55F,"sexta-feira, junho 16, 2006",sex,jun,19,32410
54F,"sábado, junho 17, 2006",sab,jun,18,31801
57F,"domingo, junho 18, 2006",dom,jun,19,32409
55F,"segunda-feira, junho 19, 2006",seg,jun,18,31800
55F,"terça-feira, junho 20, 2006",ter,jun,18,31800
56F,"quarta-feira, junho 21, 2006",qua,jun,19,32408
54F,"quinta-feira, junho 22, 2006",qui,jun,18,31799
56F,"sexta-feira, junho 23, 2006",sex,jun,19,32405
53F,"sábado, junho 24, 2006",sab,jun,17,31186
54F,"domingo, junho 25, 2006",dom,jun,18,31795
50F,"segunda-feira, junho 26, 2006",seg,jun,15,29967
53F,"terça-feira, junho 27, 2006",ter,jun,17,31184
53F,"quarta-feira, junho 28, 2006",qua,jun,17,31183
57F,"quinta-feira, junho 29, 2006",qui,jun,19,32400
